date,n_gauges,cc_era5,cc_imerg,cc_mlr,a,b,c,cc_gain_vs_era5,cc_gain_vs_best
2013-11-17,261,0.37,0.03,0.39,0.39,-0.23,0.11,0.02,0.02
2013-11-18,267,-0.05,0.18,0.19,-0.31,0.13,0.07,0.23,0.01
2013-11-19,262,0.55,0.38,0.55,18.11,-0.01,0.03,0.0,0.0
2013-11-20,269,0.25,0.3,0.32,0.32,0.23,0.32,0.07,0.02
2013-11-21,267,0.31,0.14,0.32,0.7,0.21,2.08,0.0,0.0
2013-11-22,270,0.55,0.55,0.6,0.45,0.5,0.53,0.05,0.05
2013-11-23,262,0.5,0.55,0.58,0.39,0.9,2.47,0.09,0.03
2013-11-24,259,0.23,0.15,0.23,0.36,0.18,2.9,0.01,0.01
2013-11-25,261,0.08,-0.01,0.09,0.35,-0.09,1.08,0.0,0.0
2013-11-26,266,-0.02,-0.04,0.04,-1.32,-0.01,0.12,0.07,0.07
2013-11-27,269,-0.01,-0.01,0.01,-0.13,-0.0,0.02,0.02,0.02
2013-11-28,258,-0.01,-0.02,0.02,-0.38,-0.03,0.09,0.03,0.03
2013-11-29,264,-0.01,0.25,0.25,-0.14,0.05,0.01,0.26,0.0
2013-11-30,262,-0.02,-0.03,0.04,-0.31,-0.01,0.05,0.07,0.07
2013-12-01,263,0.01,0.02,0.02,0.12,0.0,0.03,0.01,0.0
2013-12-02,267,-0.02,0.05,0.07,-1.32,0.1,0.13,0.09,0.01
2013-12-03,263,0.38,0.59,0.64,4.41,1.48,0.02,0.27,0.05
2013-12-04,263,0.63,0.26,0.63,0.61,0.11,-0.19,0.0,0.0
2013-12-05,268,0.39,0.06,0.4,0.45,-0.21,0.87,0.01,0.01
2013-12-06,268,0.34,-0.02,0.35,2.35,-0.91,0.17,0.01,0.01
2013-12-07,262,0.46,0.26,0.47,1.15,0.73,0.95,0.01,0.01
2013-12-08,257,0.5,0.19,0.5,0.62,0.23,-0.02,0.0,0.0
2013-12-09,263,0.12,0.25,0.27,0.65,0.89,0.18,0.15,0.01
2013-12-10,267,-0.03,-0.03,0.04,-2.96,-0.06,0.28,0.07,0.07
2013-12-11,269,-0.07,0.1,0.12,-1.22,0.21,0.14,0.19,0.02
2013-12-12,270,0.61,0.22,0.62,1.05,0.08,-0.02,0.0,0.0
2013-12-13,272,0.3,0.06,0.3,0.3,-0.02,0.22,0.0,0.0
2013-12-14,269,0.01,0.11,0.11,2.01,0.22,0.05,0.09,0.0
2013-12-15,266,-0.02,0.01,0.02,-1.39,0.02,0.06,0.05,0.02
2013-12-16,268,-0.01,-0.02,0.02,-1.14,-0.01,0.06,0.04,0.04
2013-12-17,268,-0.01,0.1,0.1,-0.54,0.06,0.03,0.11,0.0
2013-12-18,271,0.06,0.07,0.08,0.17,0.02,0.04,0.02,0.01
2013-12-19,268,0.16,0.11,0.16,1.05,-0.02,0.53,0.0,0.0
2013-12-20,265,0.63,0.57,0.65,0.44,0.31,0.68,0.02,0.02
2013-12-21,259,0.28,0.19,0.31,0.22,0.28,0.53,0.03,0.03
2013-12-22,262,0.17,0.23,0.28,0.5,0.23,0.19,0.11,0.05
2013-12-23,263,0.31,-0.05,0.31,7.12,-0.06,0.06,0.0,0.0
2013-12-24,258,0.1,0.05,0.11,0.52,0.03,0.03,0.0,0.0
2013-12-25,240,0.49,-0.03,0.49,3.35,-0.01,0.0,0.0,0.0
2013-12-26,268,-0.01,-0.03,0.03,-0.32,-0.04,0.04,0.04,0.04
2013-12-27,266,-0.0,-0.02,0.02,-1.21,-0.01,0.01,0.02,0.02
2013-12-28,267,-0.01,0.19,0.19,-0.27,0.07,0.0,0.19,0.0
2013-12-29,263,0.24,-0.05,0.24,0.1,-0.01,0.01,0.0,0.0
2013-12-30,267,-0.01,-0.01,0.02,-0.14,-0.02,0.02,0.03,0.03
2013-12-31,265,0.22,-0.03,0.23,4.05,-0.05,0.02,0.0,0.0
2014-01-01,256,0.47,0.0,0.47,1.22,0.01,-0.02,0.0,0.0
2014-01-02,268,-0.01,-0.02,0.02,-3.99,-0.02,0.03,0.03,0.03
2014-01-03,270,-0.01,-0.01,0.02,-7.93,-0.0,0.02,0.02,0.02
2014-01-04,267,0.33,-0.02,0.33,0.16,0.01,-0.01,0.0,0.0
2014-01-05,265,0.22,-0.01,0.22,0.35,-0.01,0.02,0.0,0.0
2014-01-06,268,0.13,0.22,0.26,31.98,1.16,0.04,0.12,0.04
2014-01-07,270,0.52,0.13,0.52,8.25,0.18,-0.02,0.0,0.0
2014-01-08,268,0.44,-0.05,0.45,0.76,-0.07,-0.01,0.0,0.0
2014-01-09,269,0.71,0.01,0.71,3.91,-0.06,-0.02,0.0,0.0
2014-01-10,271,0.72,0.03,0.72,0.68,-0.05,-0.03,0.0,0.0
2014-01-11,267,0.55,-0.02,0.55,4.34,-0.06,0.01,0.0,0.0
2014-01-12,265,0.45,0.04,0.45,0.37,-0.05,0.01,0.0,0.0
2014-01-13,265,0.56,0.26,0.56,1.15,0.41,-0.0,0.01,0.01
2014-01-14,266,0.24,-0.01,0.24,21.28,-0.04,-0.02,0.0,0.0
2014-01-15,270,0.38,0.01,0.38,41990.61,0.01,-90.1,0.0,0.0
2014-01-16,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-17,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-18,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-19,265,0.0,-0.01,0.01,0.0,-0.0,0.01,0.01,0.01
2014-01-20,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-21,268,-0.0,0.05,0.05,-1.69,0.03,0.01,0.05,0.0
2014-01-22,268,-0.01,-0.01,0.01,-0.44,-0.01,0.02,0.02,0.02
2014-01-23,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-24,269,-0.01,-0.01,0.01,-0.43,-0.01,0.07,0.02,0.02
2014-01-25,265,0.1,0.26,0.26,-0.04,0.12,0.0,0.16,0.0
2014-01-26,262,-0.01,0.02,0.02,-4.42,0.01,0.01,0.03,0.0
2014-01-27,266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-28,267,0.08,-0.02,0.08,0.04,-0.02,0.01,0.0,0.0
2014-01-29,268,0.31,0.11,0.32,6.5,0.17,0.13,0.02,0.02
2014-01-30,266,0.74,0.5,0.74,1.67,0.07,0.09,0.0,0.0
2014-01-31,265,0.75,0.39,0.77,0.58,0.99,-0.68,0.02,0.02
2014-02-01,269,0.27,-0.04,0.28,0.53,-0.45,0.61,0.01,0.01
2014-02-02,266,0.19,0.05,0.19,1.15,-0.03,0.28,0.0,0.0
2014-02-03,269,0.39,0.12,0.4,0.99,0.72,0.08,0.02,0.02
2014-02-04,266,0.57,-0.03,0.59,0.9,-0.66,0.16,0.02,0.02
2014-02-05,269,0.32,0.01,0.33,0.7,-0.28,0.15,0.01,0.01
2014-02-06,271,0.14,0.01,0.15,0.38,-0.18,0.68,0.01,0.01
2014-02-07,274,0.62,-0.08,0.62,1.08,-0.4,-0.23,0.01,0.01
2014-02-08,267,0.79,0.09,0.79,2.27,0.02,-0.04,0.0,0.0
2014-02-09,266,0.82,0.35,0.82,0.98,-0.09,-0.03,0.0,0.0
2014-02-10,272,0.78,0.3,0.78,0.85,-0.19,-0.17,0.0,0.0
2014-02-11,270,0.2,-0.04,0.21,1.35,-0.35,0.05,0.01,0.01
2014-02-12,269,0.27,0.02,0.27,235.22,-0.02,-0.08,0.0,0.0
2014-02-13,272,0.28,0.22,0.29,0.42,0.11,0.01,0.02,0.02
2014-02-14,274,0.23,0.15,0.23,0.26,-0.02,0.04,0.0,0.0
2014-02-15,269,0.04,0.26,0.27,-1.81,0.13,0.01,0.23,0.01
2014-02-16,268,0.13,0.0,0.14,0.36,-0.08,0.04,0.01,0.01
2014-02-17,266,0.04,-0.0,0.04,0.07,-0.02,0.04,0.0,0.0
2014-02-18,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-19,274,0.54,0.21,0.54,2.15,-0.0,-0.04,0.0,0.0
2014-02-20,270,0.74,0.53,0.74,0.53,-0.05,0.0,0.0,0.0
2014-02-21,271,0.53,0.17,0.55,1.02,0.11,-0.02,0.01,0.01
2014-02-22,266,0.26,-0.0,0.27,0.88,-0.11,0.0,0.01,0.01
2014-02-23,268,-0.02,-0.01,0.02,-0.18,-0.0,0.01,0.04,0.03
2014-02-24,272,0.02,-0.02,0.04,1.38,-0.06,0.04,0.02,0.02
2014-02-25,270,0.13,-0.03,0.14,0.42,-0.0,0.01,0.0,0.0
2014-02-26,268,0.08,-0.04,0.1,0.17,-0.02,0.02,0.02,0.02
2014-02-27,268,0.67,0.19,0.68,2.31,-0.25,-1.05,0.01,0.01
2014-02-28,266,0.34,0.05,0.42,1.78,-0.69,1.56,0.08,0.08
2014-03-01,254,0.54,0.27,0.55,0.66,0.24,0.84,0.01,0.01
2014-03-02,254,0.61,0.44,0.62,0.89,0.09,-0.82,0.0,0.0
2014-03-03,264,-0.04,0.01,0.04,-2.55,0.16,0.77,0.08,0.03
2014-03-04,265,0.45,0.44,0.58,1.4,1.71,-0.19,0.13,0.13
2014-03-05,270,0.53,0.3,0.53,0.46,-0.09,-0.0,0.0,0.0
2014-03-06,267,-0.05,0.09,0.1,-1.89,0.15,0.16,0.15,0.01
2014-03-07,272,0.51,0.18,0.51,0.46,-0.02,0.03,0.0,0.0
2014-03-08,264,0.43,0.11,0.43,0.38,-0.09,0.01,0.0,0.0
2014-03-09,262,0.13,0.29,0.29,0.03,0.38,0.09,0.16,0.0
2014-03-10,267,0.0,0.16,0.16,0.0,0.3,0.03,0.16,-0.0
2014-03-11,266,0.21,0.12,0.24,0.22,0.21,0.0,0.02,0.02
2014-03-12,269,0.18,0.12,0.2,0.59,0.23,0.04,0.02,0.02
2014-03-13,266,0.16,0.04,0.16,0.24,0.0,0.02,0.0,0.0
2014-03-14,266,0.21,0.27,0.3,0.17,0.22,-0.09,0.09,0.04
2014-03-15,265,0.36,0.37,0.45,0.19,0.53,-0.03,0.09,0.08
2014-03-16,261,0.26,-0.02,0.27,12.73,-0.32,0.0,0.01,0.01
2014-03-17,267,-0.02,-0.02,0.03,-0.04,-0.02,0.01,0.05,0.05
2014-03-18,267,0.15,-0.01,0.15,0.06,-0.11,0.01,0.0,0.0
2014-03-19,271,0.06,-0.01,0.07,0.72,-0.04,0.02,0.0,0.0
2014-03-20,269,0.0,0.29,0.29,0.0,0.68,0.07,0.29,-0.0
2014-03-21,271,-0.02,-0.03,0.04,-0.37,-0.04,0.03,0.06,0.06
2014-03-22,265,0.22,-0.01,0.22,0.1,-0.0,0.0,0.0,0.0
2014-03-23,263,0.13,-0.02,0.13,0.11,-0.01,0.01,0.0,0.0
2014-03-24,269,0.56,0.07,0.56,2.53,0.01,-0.01,0.0,0.0
2014-03-25,269,0.06,0.03,0.06,0.06,0.01,0.05,0.0,0.0
2014-03-26,271,0.6,0.17,0.61,1.42,-0.2,-0.22,0.0,0.0
2014-03-27,270,0.73,0.2,0.73,0.7,-0.05,-0.12,0.0,0.0
2014-03-28,268,0.46,-0.02,0.47,0.67,-0.19,-0.01,0.01,0.01
2014-03-29,266,0.0,-0.0,0.0,0.0,-0.02,0.08,0.0,0.0
2014-03-30,261,0.71,0.57,0.71,1.01,-0.02,-0.13,0.0,0.0
2014-03-31,267,0.1,0.1,0.12,0.06,0.45,0.07,0.02,0.02
2014-04-01,267,0.7,0.41,0.7,0.93,-0.22,-0.07,0.0,0.0
2014-04-02,271,0.52,0.23,0.52,0.99,-0.39,0.15,0.0,0.0
2014-04-03,272,0.53,0.29,0.57,0.58,0.72,-0.1,0.04,0.04
2014-04-04,274,0.26,0.09,0.26,6.04,0.15,0.08,0.0,0.0
2014-04-05,270,0.55,0.48,0.57,0.38,0.33,-0.08,0.02,0.02
2014-04-06,264,0.44,0.12,0.44,0.72,0.04,0.04,0.0,0.0
2014-04-07,272,0.54,0.22,0.54,1.56,0.17,0.05,0.0,0.0
2014-04-08,266,0.05,0.13,0.13,-51.4,0.15,0.06,0.07,0.0
2014-04-09,270,0.0,-0.03,0.03,0.0,-0.04,0.04,0.03,0.03
2014-04-10,271,-0.02,-0.03,0.03,-0.0,-0.0,0.01,0.04,0.04
2014-04-11,269,-0.02,0.11,0.11,-0.99,0.06,0.01,0.13,0.0
2014-04-12,265,0.53,0.39,0.53,0.85,0.05,-0.06,0.0,0.0
2014-04-13,261,0.72,0.5,0.72,1.39,0.05,-0.25,0.0,0.0
2014-04-14,271,0.43,0.18,0.44,0.54,0.24,0.04,0.01,0.01
2014-04-15,271,0.0,0.48,0.48,0.0,0.54,0.01,0.48,-0.0
2014-04-16,270,0.14,0.12,0.16,0.47,0.04,-0.0,0.02,0.02
2014-04-17,270,0.29,0.39,0.43,1.02,0.55,0.0,0.14,0.04
2014-04-18,271,0.18,0.06,0.19,1.49,0.07,0.05,0.01,0.01
2014-04-19,270,0.4,0.51,0.52,0.15,0.38,-0.11,0.12,0.01
2014-04-20,264,0.09,0.16,0.17,0.09,0.22,0.21,0.08,0.01
2014-04-21,268,0.08,0.02,0.08,0.05,0.01,0.02,0.0,0.0
2014-04-22,272,0.19,0.2,0.22,0.21,0.08,0.0,0.03,0.02
2014-04-23,273,0.15,0.02,0.17,0.11,-0.02,0.01,0.02,0.02
2014-04-24,271,0.04,0.05,0.06,0.34,0.1,0.04,0.03,0.01
2014-04-25,272,0.05,0.04,0.06,0.19,0.08,0.17,0.01,0.01
2014-04-26,265,0.67,0.52,0.67,0.95,0.2,-0.68,0.0,0.0
2014-04-27,262,0.66,0.38,0.66,0.9,0.01,0.57,0.0,0.0
2014-04-28,270,0.5,0.07,0.51,1.78,-0.61,0.22,0.01,0.01
2014-04-29,270,0.51,0.07,0.51,3.29,0.32,0.05,0.0,0.0
2014-04-30,272,0.08,0.05,0.08,0.62,0.04,0.07,0.0,0.0
2014-05-01,265,0.15,-0.03,0.16,0.22,-0.15,0.04,0.01,0.01
2014-05-02,263,0.05,-0.02,0.05,0.28,-0.08,0.1,0.01,0.01
2014-05-03,262,0.35,0.04,0.35,6.29,-0.0,0.01,0.0,0.0
2014-05-04,263,0.0,0.2,0.2,0.0,0.55,0.01,0.2,-0.0
2014-05-05,269,0.0,-0.0,0.0,0.0,-0.0,0.04,0.0,0.0
2014-05-06,268,0.01,0.19,0.2,-0.03,0.46,0.02,0.19,0.0
2014-05-07,267,0.42,0.64,0.67,0.62,1.3,-0.22,0.25,0.03
2014-05-08,266,0.44,0.32,0.49,0.47,0.36,0.02,0.05,0.05
2014-05-09,266,0.4,0.36,0.45,0.33,0.55,0.07,0.05,0.05
2014-05-10,266,0.2,0.29,0.29,0.21,3.01,0.56,0.09,0.0
2014-05-11,260,0.82,0.74,0.83,0.78,0.57,-0.54,0.01,0.01
2014-05-12,263,0.8,0.42,0.81,0.81,0.39,0.01,0.0,0.0
2014-05-13,271,0.73,0.37,0.73,0.23,-0.05,0.03,0.0,0.0
2014-05-14,269,0.33,-0.0,0.33,1.38,0.0,0.03,0.0,0.0
2014-05-15,268,0.08,0.08,0.11,8.79,0.1,0.08,0.03,0.03
2014-05-16,267,0.16,0.16,0.18,3.67,0.2,0.04,0.02,0.02
2014-05-17,267,0.02,0.1,0.1,-0.31,0.05,0.01,0.08,0.0
2014-05-18,267,-0.01,0.16,0.16,-3.82,0.11,0.01,0.18,0.0
2014-05-19,267,0.11,0.05,0.12,18386.7,0.1,-15.43,0.01,0.01
2014-05-20,267,0.0,-0.01,0.01,0.0,-0.02,0.0,0.01,0.01
2014-05-21,266,0.34,0.45,0.46,0.21,0.22,-0.01,0.12,0.01
2014-05-22,269,0.12,0.12,0.14,0.06,0.04,0.05,0.02,0.02
2014-05-23,264,0.46,0.41,0.49,0.48,0.21,0.16,0.03,0.03
2014-05-24,262,0.68,0.51,0.68,0.58,0.12,0.09,0.0,0.0
2014-05-25,258,0.76,0.76,0.79,0.53,0.53,-0.04,0.04,0.04
2014-05-26,262,0.32,0.37,0.43,0.37,0.65,-0.06,0.1,0.06
2014-05-27,270,0.05,0.02,0.05,0.49,0.01,0.05,0.0,0.0
2014-05-28,269,0.36,0.01,0.39,1.82,-0.17,-0.0,0.03,0.03
2014-05-29,269,0.18,0.16,0.2,0.28,0.08,0.03,0.02,0.02
2014-05-30,269,0.3,0.32,0.36,0.13,0.27,0.04,0.06,0.04
2014-05-31,264,0.07,0.06,0.08,0.23,0.22,0.04,0.01,0.01
2014-06-01,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-02,268,-0.01,-0.01,0.01,-179.6,-0.03,0.16,0.02,0.02
2014-06-03,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-04,272,0.0,-0.01,0.01,0.0,-0.01,0.0,0.01,0.01
2014-06-05,274,-0.02,-0.01,0.02,-0.78,-0.0,0.01,0.03,0.03
2014-06-06,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-07,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-08,266,0.32,0.39,0.39,0.03,0.25,0.01,0.08,0.0
2014-06-09,272,0.15,0.19,0.19,0.03,0.28,0.02,0.04,0.0
2014-06-10,271,-0.01,-0.02,0.02,-0.01,-0.04,0.03,0.03,0.03
2014-06-11,270,-0.0,-0.01,0.01,-0.0,-0.0,0.01,0.01,0.01
2014-06-12,272,0.0,-0.02,0.02,0.0,-0.0,0.0,0.01,0.01
2014-06-13,272,0.2,0.54,0.55,0.1,0.6,0.0,0.35,0.01
2014-06-14,268,0.03,0.52,0.53,-0.36,0.79,0.0,0.5,0.01
2014-06-15,269,-0.01,-0.02,0.03,-0.04,-0.13,0.02,0.03,0.03
2014-06-16,272,-0.03,-0.01,0.03,-0.05,-0.01,0.02,0.06,0.04
2014-06-17,269,0.08,0.45,0.45,-0.06,0.59,0.03,0.37,0.0
2014-06-18,274,0.08,0.06,0.09,0.06,0.02,0.04,0.01,0.01
2014-06-19,275,0.07,-0.01,0.07,0.1,-0.01,0.02,0.0,0.0
2014-06-20,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-21,269,-0.0,-0.02,0.02,-0.0,-0.0,0.01,0.02,0.02
2014-06-22,264,0.14,0.23,0.23,0.0,0.01,-0.0,0.09,0.0
2014-06-23,270,-0.02,-0.0,0.02,-0.01,0.01,0.01,0.03,0.02
2014-06-24,270,0.85,1.0,1.0,-0.01,0.07,-0.0,0.15,0.0
2014-06-25,271,-0.02,-0.01,0.02,-0.09,-0.02,0.02,0.04,0.03
2014-06-26,270,-0.01,-0.02,0.02,-0.05,-0.01,0.02,0.04,0.04
2014-06-27,268,0.12,0.07,0.13,0.01,0.0,0.0,0.01,0.01
2014-06-28,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-29,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,268,0.05,0.54,0.54,0.04,0.59,-0.0,0.48,0.0
2014-07-01,273,0.31,0.38,0.41,0.63,0.41,0.01,0.1,0.03
2014-07-02,275,0.1,0.44,0.44,-0.03,0.37,0.2,0.33,0.0
2014-07-03,273,0.15,0.38,0.38,0.02,0.26,0.47,0.23,0.0
2014-07-04,264,0.23,0.39,0.41,0.31,0.58,0.73,0.17,0.01
2014-07-05,268,0.09,0.28,0.28,-0.08,0.48,1.34,0.2,0.0
2014-07-06,267,0.19,0.36,0.37,0.16,0.47,0.84,0.18,0.01
2014-07-07,272,0.24,0.38,0.39,0.25,0.52,1.16,0.15,0.01
2014-07-08,272,0.16,0.22,0.24,0.4,0.36,1.72,0.08,0.02
2014-07-09,272,0.08,0.41,0.42,0.1,0.67,0.84,0.34,0.0
2014-07-10,273,-0.02,0.22,0.22,-0.04,0.77,1.54,0.24,0.0
2014-07-11,274,0.1,0.34,0.35,0.28,0.59,1.17,0.25,0.01
2014-07-12,266,0.17,0.47,0.48,0.22,0.73,0.59,0.32,0.01
2014-07-13,265,0.25,0.41,0.44,0.47,0.56,0.33,0.19,0.03
2014-07-14,269,0.14,0.35,0.36,0.2,0.52,0.98,0.22,0.01
2014-07-15,272,0.17,0.46,0.47,0.23,0.88,0.94,0.3,0.01
2014-07-16,273,0.14,0.21,0.22,0.05,0.29,1.6,0.08,0.0
2014-07-17,275,0.16,0.34,0.36,0.1,0.4,0.33,0.2,0.01
2014-07-18,274,0.06,0.05,0.07,0.4,0.2,0.22,0.01,0.01
2014-07-19,270,0.14,0.19,0.22,0.32,0.33,0.02,0.08,0.03
2014-07-20,266,0.07,0.14,0.15,0.05,0.21,0.08,0.08,0.0
2014-07-21,272,0.29,0.26,0.34,0.35,0.15,0.08,0.05,0.05
2014-07-22,272,0.35,0.22,0.37,1.86,0.44,0.08,0.02,0.02
2014-07-23,270,0.17,0.33,0.35,0.31,0.41,0.24,0.18,0.02
2014-07-24,273,0.34,0.34,0.41,0.83,0.7,0.08,0.08,0.08
2014-07-25,271,0.19,0.2,0.24,0.23,0.18,0.69,0.05,0.05
2014-07-26,263,0.03,0.29,0.29,0.04,0.9,1.22,0.27,0.0
2014-07-27,261,0.17,0.18,0.22,0.5,0.21,1.96,0.05,0.04
2014-07-28,267,0.3,0.27,0.41,0.41,0.41,0.89,0.11,0.11
2014-07-29,270,0.26,0.29,0.3,0.11,0.32,1.29,0.04,0.01
2014-07-30,268,0.04,0.02,0.04,0.05,0.02,0.74,0.01,0.01
2014-07-31,271,0.46,0.31,0.51,0.88,0.37,0.19,0.05,0.05
2014-08-01,268,0.18,0.25,0.27,0.13,0.3,2.11,0.09,0.02
2014-08-02,262,0.36,0.45,0.46,0.14,0.57,1.88,0.1,0.01
2014-08-03,262,0.39,0.51,0.53,0.33,0.63,0.49,0.14,0.02
2014-08-04,270,0.31,0.37,0.42,0.35,0.61,0.89,0.11,0.06
2014-08-05,270,0.35,0.34,0.4,0.52,0.4,0.72,0.04,0.04
2014-08-06,269,0.0,-0.0,0.0,0.0,-0.0,0.09,0.0,0.0
2014-08-07,269,0.77,0.72,0.8,0.47,0.2,0.02,0.03,0.03
2014-08-08,274,0.22,0.19,0.29,3.1,0.59,0.06,0.07,0.07
2014-08-09,269,0.27,0.48,0.51,0.49,0.83,0.16,0.24,0.03
2014-08-10,265,0.16,0.53,0.53,-0.02,0.41,0.25,0.37,0.0
2014-08-11,274,0.12,0.21,0.24,0.27,0.35,0.72,0.12,0.03
2014-08-12,269,0.13,0.1,0.15,0.44,0.16,3.78,0.02,0.02
2014-08-13,275,0.52,0.53,0.59,0.38,0.43,1.43,0.07,0.05
2014-08-14,274,0.43,0.54,0.59,0.4,0.57,0.49,0.16,0.05
2014-08-15,274,0.25,0.25,0.31,0.23,0.21,0.89,0.06,0.05
2014-08-16,268,0.32,0.38,0.4,0.31,0.23,0.52,0.08,0.03
2014-08-17,265,0.17,0.52,0.52,0.15,0.71,0.25,0.34,0.0
2014-08-18,272,0.28,0.37,0.4,0.66,0.38,0.73,0.12,0.04
2014-08-19,271,0.53,0.55,0.65,0.47,0.59,-0.49,0.12,0.1
2014-08-20,274,-0.06,0.11,0.12,-0.2,0.4,3.72,0.18,0.01
2014-08-21,276,0.19,0.43,0.43,0.03,0.96,0.57,0.23,0.0
2014-08-22,273,0.29,0.3,0.37,0.41,0.35,0.62,0.08,0.07
2014-08-23,269,0.25,0.2,0.26,0.29,0.19,0.5,0.01,0.01
2014-08-24,265,0.17,0.06,0.17,0.16,0.15,0.11,0.0,0.0
2014-08-25,267,0.34,0.54,0.55,0.51,0.54,-0.2,0.21,0.01
2014-08-26,272,0.4,0.25,0.42,0.89,0.28,0.65,0.03,0.03
2014-08-27,271,0.07,0.16,0.16,0.05,0.22,2.77,0.08,0.0
2014-08-28,270,0.05,0.12,0.12,0.07,0.2,0.37,0.07,0.0
2014-08-29,270,0.39,0.19,0.4,2.08,3.37,0.06,0.01,0.01
2014-08-30,266,0.06,0.1,0.1,-0.21,0.15,0.09,0.04,0.0
2014-08-31,261,0.03,-0.02,0.04,0.03,-0.04,0.02,0.01,0.01
2014-09-01,262,0.27,0.03,0.27,211.43,-0.02,-0.25,0.0,0.0
2014-09-02,273,-0.02,-0.0,0.02,-0.05,-0.09,0.01,0.03,0.02
2014-09-03,272,0.13,0.0,0.13,0.68,0.0,0.04,0.0,0.0
2014-09-04,271,0.11,0.25,0.26,0.22,0.2,0.81,0.15,0.01
2014-09-05,271,0.06,0.43,0.43,-0.1,0.45,0.76,0.37,0.0
2014-09-06,264,0.28,0.37,0.41,0.27,0.27,0.38,0.13,0.04
2014-09-07,260,0.16,0.16,0.22,0.29,0.27,1.06,0.06,0.06
2014-09-08,269,0.44,0.72,0.72,0.14,0.96,0.6,0.28,0.0
2014-09-09,270,0.3,0.47,0.48,0.2,1.03,5.11,0.17,0.01
2014-09-10,273,0.27,0.09,0.27,0.8,0.01,0.94,0.0,0.0
2014-09-11,271,0.13,0.09,0.14,0.16,0.11,0.09,0.01,0.01
2014-09-12,269,0.34,0.61,0.62,-0.32,1.77,0.14,0.28,0.01
2014-09-13,263,0.1,0.2,0.21,0.04,0.05,0.14,0.11,0.01
2014-09-14,263,0.37,0.2,0.37,0.49,-0.01,0.06,0.0,0.0
2014-09-15,271,0.12,0.3,0.3,0.02,0.23,0.49,0.17,0.0
2014-09-16,271,0.54,0.61,0.63,0.4,0.51,-1.23,0.08,0.02
2014-09-17,269,0.44,0.72,0.76,-0.42,0.99,-0.63,0.32,0.04
2014-09-18,271,0.64,0.8,0.81,0.14,0.97,0.41,0.18,0.01
2014-09-19,271,0.28,0.45,0.5,0.23,1.74,0.1,0.21,0.04
2014-09-20,263,-0.0,0.18,0.18,-0.29,0.32,1.46,0.18,0.01
2014-09-21,262,0.13,0.5,0.5,0.02,0.78,1.92,0.37,0.0
2014-09-22,268,0.3,0.64,0.64,0.05,1.11,0.95,0.34,0.0
2014-09-23,267,0.37,0.51,0.55,0.41,0.37,0.26,0.18,0.04
2014-09-24,267,0.02,0.19,0.19,-0.1,0.52,0.18,0.17,0.0
2014-09-25,265,0.3,0.37,0.42,0.52,0.26,0.08,0.11,0.05
2014-09-26,266,0.27,0.39,0.4,0.14,0.51,0.77,0.13,0.0
2014-09-27,256,0.53,0.76,0.77,0.16,0.93,0.04,0.24,0.01
2014-09-28,259,0.5,0.64,0.66,0.28,0.84,2.44,0.16,0.02
2014-09-29,264,0.59,0.65,0.67,0.34,0.58,0.92,0.08,0.02
2014-09-30,265,0.16,0.39,0.4,-2.28,1.76,0.6,0.25,0.02
2014-10-01,272,0.69,0.64,0.7,0.64,0.19,0.02,0.01,0.01
2014-10-02,275,0.33,0.2,0.34,0.72,-0.05,0.14,0.0,0.0
2014-10-03,272,0.0,0.18,0.18,0.0,0.2,0.04,0.18,-0.0
2014-10-04,266,-0.01,0.23,0.23,-4.18,0.07,0.03,0.24,0.0
2014-10-05,263,-0.01,0.06,0.06,-3.4,0.12,0.02,0.07,0.0
2014-10-06,274,-0.01,0.01,0.01,-1975.9,0.01,0.05,0.02,0.0
2014-10-07,274,0.17,0.14,0.2,0.78,0.13,0.25,0.03,0.03
2014-10-08,273,0.51,0.68,0.68,0.05,0.56,-0.18,0.17,0.0
2014-10-09,274,0.45,0.2,0.46,0.3,0.23,1.99,0.02,0.02
2014-10-10,274,0.48,0.21,0.48,0.83,-0.25,0.68,0.01,0.01
2014-10-11,272,0.31,0.08,0.35,0.87,-0.29,0.18,0.05,0.05
2014-10-12,271,0.6,0.47,0.61,0.65,0.2,0.07,0.01,0.01
2014-10-13,275,0.21,0.16,0.24,0.95,0.56,0.15,0.03,0.03
